,0
5788,9
5789,3
5790,4
5791,8
5792,0
5793,9
5794,4
5795,8
5796,6
5797,6
5798,6
5799,3
5800,7
5801,9
5802,9
5803,4
5804,6
5805,6
5806,4
5807,4
5808,8
5809,7
5810,4
5811,4
5812,5
5813,4
5814,9
5815,6
5816,10
5817,2
5818,9
5819,6
5820,9
5821,0
5822,5
5823,4
5824,0
5825,0
5826,4
5827,8
5828,4
5829,4
5830,8
5831,9
5832,0
5833,6
5834,0
5835,2
5836,4
5837,5
5838,6
5839,5
5840,2
5841,4
5842,8
5843,4
5844,2
5845,6
5846,5
5847,9
5848,4
5849,4
5850,5
5851,4
5852,2
5853,8
5854,0
5855,6
5856,6
5857,4
5858,4
5859,0
5860,2
5861,9
5862,9
5863,6
5864,8
5865,4
5866,9
5867,2
5868,8
5869,0
5870,4
5871,9
5872,9
5873,9
5874,9
5875,4
5876,2
5877,6
5878,4
5879,6
5880,7
5881,4
5882,7
5883,2
5884,0
5885,4
5886,4
5887,0
5888,5
5889,9
5890,4
5891,7
5892,9
5893,9
5894,9
5895,9
5896,4
5897,5
5898,2
5899,0
5900,2
5901,5
5902,5
5903,2
5904,6
5905,9
5906,6
5907,4
5908,1
5909,9
5910,4
5911,0
5912,6
5913,7
5914,0
5915,10
5916,9
5917,4
5918,9
5919,6
5920,5
5921,3
5922,6
5923,0
5924,6
5925,8
5926,6
5927,9
5928,6
5929,9
5930,4
5931,4
5932,6
5933,9
5934,2
5935,4
5936,0
5937,7
5938,4
5939,7
5940,7
5941,9
5942,6
5943,4
5944,4
5945,7
5946,4
5947,8
5948,2
5949,9
5950,8
5951,4
5952,2
5953,4
5954,9
5955,1
5956,0
5957,2
5958,9
5959,7
5960,8
5961,4
5962,0
5963,9
5964,4
5965,5
5966,6
5967,3
5968,9
5969,7
5970,4
5971,2
5972,0
5973,9
5974,7
5975,8
5976,8
5977,0
5978,0
5979,2
5980,5
5981,4
5982,6
5983,6
5984,9
5985,6
5986,4
5987,8
5988,0
5989,3
5990,2
5991,9
5992,9
5993,6
5994,2
5995,9
5996,3
5997,4
5998,6
5999,4
6000,5
6001,4
6002,8
6003,9
6004,6
6005,5
6006,2
6007,5
6008,3
6009,4
6010,10
6011,0
6012,0
6013,9
6014,2
6015,10
6016,5
6017,7
6018,5
6019,6
6020,6
6021,8
6022,4
6023,6
6024,7
6025,9
6026,4
6027,2
6028,4
6029,4
6030,4
6031,4
6032,9
6033,9
6034,4
6035,2
6036,4
6037,0
6038,2
6039,7
6040,6
6041,4
6042,6
6043,4
6044,0
6045,9
6046,4
6047,7
6048,4
6049,9
6050,5
6051,4
6052,5
6053,9
6054,5
6055,6
6056,9
6057,9
6058,4
6059,2
6060,5
6061,4
6062,10
6063,2
6064,3
6065,2
6066,4
6067,10
6068,6
6069,5
6070,2
6071,2
6072,9
6073,5
6074,6
6075,4
6076,9
6077,9
6078,4
6079,4
6080,6
6081,9
6082,5
6083,6
6084,4
6085,0
6086,7
6087,7
6088,7
6089,9
6090,4
6091,9
6092,9
6093,2
6094,4
6095,9
6096,4
6097,2
6098,0
6099,9
6100,10
6101,3
6102,7
6103,4
6104,4
6105,7
6106,9
6107,10
6108,9
6109,8
6110,5
6111,8
6112,9
6113,9
6114,5
6115,9
6116,3
6117,6
6118,0
6119,8
6120,4
6121,6
6122,4
6123,7
6124,9
6125,4
6126,4
6127,10
6128,9
6129,4
6130,6
6131,9
6132,2
6133,5
6134,8
6135,4
6136,3
6137,9
6138,2
6139,2
6140,2
6141,6
6142,4
6143,4
6144,4
6145,8
6146,3
6147,0
6148,6
6149,4
6150,4
6151,7
6152,4
6153,0
6154,6
6155,9
6156,5
6157,9
6158,8
6159,5
6160,8
6161,4
6162,10
6163,8
6164,4
6165,8
6166,0
6167,9
6168,8
6169,8
6170,4
6171,4
6172,9
6173,4
6174,8
6175,4
6176,7
6177,8
6178,2
6179,6
6180,3
6181,4
6182,4
6183,5
6184,2
6185,7
6186,2
6187,4
6188,9
6189,6
6190,4
6191,10
6192,2
6193,9
6194,9
6195,7
6196,10
6197,4
6198,3
6199,6
6200,4
6201,4
6202,9
6203,0
6204,7
6205,4
6206,4
6207,8
6208,4
6209,0
6210,2
6211,6
6212,9
6213,0
6214,9
6215,2
6216,3
6217,9
6218,8
6219,4
6220,3
6221,9
6222,8
6223,4
6224,6
6225,0
6226,2
6227,6
6228,9
6229,6
6230,3
6231,9
6232,4
6233,8
6234,4
6235,9
6236,4
6237,4
6238,8
6239,4
6240,6
6241,5
6242,0
6243,2
6244,4
6245,4
6246,6
6247,0
6248,6
6249,4
6250,8
6251,4
6252,3
6253,4
6254,2
6255,3
6256,6
6257,6
6258,6
6259,4
6260,7
6261,0
6262,6
6263,0
6264,2
6265,0
6266,4
6267,7
6268,9
6269,4
6270,2
6271,0
6272,2
6273,8
6274,7
6275,6
6276,8
6277,8
6278,4
6279,4
6280,2
6281,9
6282,7
6283,1
6284,6
6285,4
6286,4
6287,5
6288,8
6289,8
6290,0
6291,4
6292,2
6293,5
6294,9
6295,6
6296,9
6297,9
6298,9
6299,4
6300,2
6301,3
6302,6
6303,5
6304,4
6305,4
6306,5
6307,3
6308,2
6309,4
6310,5
6311,0
6312,8
6313,9
6314,9
6315,6
6316,7
6317,6
6318,4
6319,6
6320,5
6321,8
6322,9
6323,6
6324,6
6325,1
6326,8
6327,7
6328,2
6329,0
6330,6
6331,2
6332,5
6333,4
6334,0
6335,7
6336,2
6337,5
6338,8
6339,2
6340,10
6341,8
6342,6
6343,6
6344,8
6345,9
6346,7
6347,4
6348,9
6349,5
6350,4
6351,2
6352,5
6353,4
6354,5
6355,4
6356,4
6357,9
6358,4
6359,9
6360,0
6361,4
6362,6
6363,2
6364,7
6365,2
6366,7
6367,4
6368,4
6369,7
6370,9
6371,4
6372,2
6373,0
6374,6
6375,4
6376,7
6377,9
6378,6
6379,4
6380,9
6381,4
6382,2
6383,7
6384,6
6385,9
6386,2
6387,3
6388,9
6389,0
6390,3
6391,9
6392,7
6393,10
6394,5
6395,0
6396,6
6397,4
6398,9
6399,9
6400,2
6401,4
6402,4
6403,4
6404,3
6405,4
6406,6
6407,6
6408,4
6409,2
6410,4
6411,10
6412,4
6413,4
6414,10
6415,4
6416,8
6417,4
6418,4
6419,2
6420,7
6421,9
6422,3
6423,6
6424,9
6425,4
6426,4
6427,2
6428,4
6429,4
6430,2
6431,6
6432,2
6433,0
6434,4
6435,6
6436,4
6437,7
6438,9
6439,8
6440,7
6441,8
6442,8
6443,9
6444,1
6445,8
6446,6
6447,0
6448,9
6449,9
6450,4
6451,5
6452,4
6453,7
6454,6
6455,6
6456,9
6457,9
6458,9
6459,6
6460,9
6461,3
6462,5
6463,2
6464,5
6465,7
6466,5
6467,9
6468,9
6469,5
6470,4
6471,4
6472,9
6473,8
6474,6
6475,10
6476,4
6477,8
6478,6
6479,6
6480,9
6481,7
6482,4
6483,0
6484,9
6485,7
6486,4
6487,4
6488,8
6489,4
6490,9
6491,8
6492,7
6493,0
6494,6
6495,0
6496,2
6497,9
6498,4
6499,8
6500,2
6501,8
6502,8
6503,10
6504,3
6505,4
6506,6
6507,7
6508,2
6509,4
6510,9
6511,2
6512,9
6513,4
6514,1
6515,5
6516,4
6517,2
6518,3
6519,2
6520,7
6521,2
6522,6
6523,3
6524,7
6525,3
6526,9
6527,9
6528,5
6529,9
6530,2
6531,8
6532,2
6533,0
6534,4
6535,7
6536,6
6537,2
6538,4
6539,9
6540,9
6541,4
6542,0
6543,6
6544,5
6545,6
6546,4
6547,2
6548,8
6549,3
6550,9
6551,9
6552,9
6553,4
6554,6
6555,4
6556,4
6557,4
6558,6
6559,4
6560,9
6561,4
6562,6
6563,3
6564,8
6565,7
6566,6
6567,4
6568,8
6569,2
6570,4
6571,0
6572,2
6573,6
6574,6
6575,9
6576,4
6577,2
6578,5
6579,8
6580,4
6581,2
6582,9
6583,6
6584,1
6585,2
6586,8
6587,6
6588,7
6589,2
6590,9
6591,6
6592,2
6593,6
6594,9
6595,4
6596,4
6597,0
6598,0
6599,4
6600,2
6601,6
6602,2
6603,10
6604,9
6605,4
6606,9
6607,4
6608,6
6609,5
6610,0
6611,9
6612,2
6613,6
6614,9
6615,2
6616,4
6617,6
6618,0
6619,6
6620,3
6621,9
6622,5
6623,0
6624,8
6625,4
6626,5
6627,4
6628,4
6629,8
6630,0
6631,4
6632,2
6633,4
6634,9
6635,0
6636,6
6637,6
6638,9
6639,5
6640,6
6641,6
6642,8
6643,4
6644,4
6645,7
6646,6
6647,4
6648,10
6649,9
6650,6
6651,3
6652,4
6653,9
6654,5
6655,4
6656,5
6657,2
6658,0
6659,4
6660,4
6661,3
6662,4
6663,5
6664,4
6665,8
6666,2
6667,9
6668,4
6669,4
6670,7
6671,7
6672,9
6673,2
6674,8
6675,2
6676,10
6677,4
6678,6
6679,4
6680,6
6681,9
6682,0
6683,4
6684,10
6685,2
6686,2
6687,8
6688,4
6689,7
6690,5
6691,4
6692,8
6693,9
6694,0
6695,8
6696,6
6697,6
6698,8
6699,2
6700,9
6701,4
6702,5
6703,4
6704,9
6705,2
6706,4
6707,4
6708,0
6709,2
6710,2
6711,2
6712,3
6713,9
6714,3
6715,4
6716,4
6717,4
6718,3
6719,7
6720,4
6721,0
6722,6
6723,4
6724,4
6725,4
6726,6
6727,4
6728,5
6729,2
6730,8
6731,9
6732,4
6733,5
6734,8
6735,6
6736,4
6737,8
6738,7
6739,9
6740,0
6741,8
6742,8
6743,8
6744,6
6745,3
6746,4
6747,6
6748,4
6749,4
6750,2
6751,2
6752,4
6753,9
6754,9
6755,4
6756,8
6757,9
6758,8
6759,7
6760,10
6761,3
6762,2
6763,4
6764,6
6765,4
6766,4
6767,9
6768,4
6769,2
6770,4
6771,4
6772,4
6773,4
6774,5
6775,2
6776,9
6777,7
6778,9
6779,2
6780,9
6781,9
6782,0
6783,9
6784,4
6785,3
6786,8
6787,6
6788,4
6789,4
6790,9
6791,0
6792,9
6793,9
6794,9
6795,10
6796,5
6797,3
6798,6
6799,4
6800,4
6801,4
6802,5
6803,6
6804,0
6805,1
6806,9
6807,9
6808,6
6809,2
6810,8
6811,4
6812,4
6813,9
6814,5
6815,7
6816,4
6817,7
6818,6
6819,4
6820,4
6821,5
6822,2
6823,7
6824,2
6825,9
6826,8
6827,4
6828,6
6829,4
6830,4
6831,6
6832,9
6833,4
6834,2
6835,2
6836,4
6837,6
6838,4
6839,8
6840,3
6841,6
6842,8
6843,9
6844,0
6845,6
6846,4
6847,10
6848,6
6849,5
6850,5
6851,4
6852,8
6853,9
6854,4
6855,4
6856,6
6857,6
6858,7
6859,4
6860,5
6861,10
6862,4
6863,4
6864,5
6865,2
6866,4
6867,7
6868,8
6869,7
6870,7
6871,4
6872,6
6873,4
6874,0
6875,9
6876,4
6877,8
6878,6
6879,4
6880,5
6881,10
6882,4
6883,6
6884,8
6885,6
6886,6
6887,8
6888,6
6889,9
6890,6
6891,9
6892,2
6893,4
6894,4
6895,9
6896,4
6897,8
6898,2
6899,5
6900,2
6901,4
6902,6
6903,5
6904,8
6905,4
6906,5
6907,6
6908,9
6909,4
6910,10
6911,9
6912,2
6913,0
6914,4
6915,7
6916,3
6917,2
6918,9
6919,8
6920,10
6921,9
6922,2
6923,8
6924,2
6925,0
6926,4
6927,6
6928,4
6929,6
6930,4
6931,2
6932,8
6933,9
6934,0
6935,4
6936,2
6937,2
6938,0
6939,5
6940,6
6941,5
6942,5
6943,2
6944,9
6945,5
6946,4
6947,4
6948,6
6949,6
6950,9
6951,7
6952,9
6953,4
6954,9
6955,5
6956,4
6957,8
6958,9
6959,4
6960,8
6961,4
6962,4
6963,4
6964,2
6965,4
6966,10
6967,4
6968,6
6969,0
6970,0
6971,5
6972,4
6973,4
6974,7
6975,7
6976,6
6977,4
6978,6
6979,4
6980,4
6981,6
6982,6
6983,6
6984,0
6985,9
6986,5
6987,7
6988,2
6989,5
6990,2
6991,8
6992,4
6993,5
6994,3
6995,2
6996,0
6997,2
6998,9
6999,4
7000,5
7001,4
7002,4
7003,2
7004,9
7005,6
7006,8
7007,8
7008,2
7009,8
7010,4
7011,7
7012,4
7013,9
7014,4
7015,10
7016,10
7017,6
7018,4
7019,9
7020,5
7021,2
7022,3
7023,9
7024,0
7025,4
7026,5
7027,6
7028,0
7029,4
7030,6
7031,4
7032,2
7033,2
7034,5
7035,6
7036,7
7037,3
7038,5
7039,4
7040,8
7041,0
7042,5
7043,4
7044,5
7045,5
7046,9
7047,8
7048,9
7049,4
7050,5
7051,3
7052,4
7053,6
7054,2
7055,6
7056,0
7057,9
7058,2
7059,9
7060,0
7061,4
7062,4
7063,4
7064,4
7065,4
7066,5
7067,4
7068,9
7069,9
7070,7
7071,8
7072,7
7073,4
7074,6
7075,8
7076,8
7077,9
7078,0
7079,1
7080,2
7081,8
7082,2
7083,6
7084,4
7085,7
7086,6
7087,3
7088,8
7089,8
7090,6
7091,4
7092,4
7093,9
7094,5
7095,9
7096,2
7097,4
7098,10
7099,5
7100,5
7101,2
7102,8
7103,6
7104,2
7105,8
7106,4
7107,9
7108,5
7109,0
7110,7
7111,2
7112,8
7113,2
7114,9
7115,7
7116,3
7117,7
7118,4
7119,8
7120,2
7121,5
7122,2
7123,9
7124,9
7125,7
7126,9
7127,7
7128,9
7129,9
7130,7
7131,0
7132,4
7133,4
7134,9
7135,4
7136,6
7137,4
7138,6
7139,6
7140,5
7141,4
7142,5
7143,6
7144,10
7145,4
7146,5
7147,8
7148,4
7149,0
7150,9
7151,9
7152,9
7153,2
7154,9
7155,2
7156,6
7157,6
7158,8
7159,5
7160,4
7161,4
7162,4
7163,2
7164,4
7165,4
7166,1
7167,0
7168,9
7169,4
7170,10
7171,2
7172,7
7173,6
7174,8
7175,6
7176,5
7177,10
7178,2
7179,4
7180,6
7181,6
7182,5
7183,4
7184,9
7185,4
7186,4
7187,3
7188,6
7189,5
7190,5
7191,8
7192,2
7193,10
7194,0
7195,6
7196,9
7197,2
7198,9
7199,3
7200,4
7201,0
7202,4
7203,9
7204,8
7205,1
7206,8
7207,2
7208,6
7209,0
7210,6
7211,7
7212,4
7213,4
7214,6
7215,9
7216,9
7217,4
7218,1
7219,8
7220,9
7221,6
7222,0
7223,8
7224,0
7225,6
7226,9
7227,9
7228,4
7229,4
7230,4
7231,9
7232,2
7233,9
7234,4
7235,4
7236,6
7237,0
7238,6
7239,8
7240,4
7241,6
7242,9
7243,8
7244,10
7245,10
7246,2
7247,6
7248,5
7249,2
7250,4
7251,8
7252,2
7253,6
7254,6
7255,4
7256,2
7257,9
7258,6
7259,2
7260,6
7261,8
7262,4
7263,0
7264,6
7265,0
7266,7
7267,0
7268,4
7269,4
7270,4
7271,4
7272,6
7273,2
7274,9
7275,8
7276,5
7277,9
7278,4
7279,9
7280,8
7281,9
7282,5
7283,9
7284,0
7285,2
7286,5
7287,4
7288,9
7289,8
7290,9
7291,9
7292,9
7293,7
7294,7
7295,4
7296,5
7297,2
7298,8
7299,0
7300,4
7301,4
7302,5
7303,2
7304,2
7305,6
7306,6
7307,9
7308,9
7309,4
7310,5
7311,3
7312,5
7313,4
7314,9
7315,0
7316,6
7317,6
7318,3
7319,4
7320,6
7321,2
7322,5
7323,2
7324,8
7325,4
7326,5
7327,4
7328,6
7329,5
7330,4
7331,4
7332,4
7333,4
7334,4
7335,5
7336,4
7337,5
7338,8
7339,4
7340,3
7341,8
7342,6
7343,10
7344,0
7345,9
7346,9
7347,4
7348,2
7349,8
7350,9
7351,4
7352,4
7353,9
7354,5
7355,7
7356,3
7357,9
7358,2
7359,4
7360,8
7361,9
7362,8
7363,9
7364,1
7365,7
7366,4
7367,4
7368,0
7369,6
7370,4
7371,9
7372,2
7373,6
7374,4
7375,10
7376,4
7377,5
7378,2
7379,4
7380,9
7381,4
7382,5
7383,6
7384,8
7385,8
7386,5
7387,8
7388,2
7389,4
7390,9
7391,7
7392,8
7393,6
7394,4
7395,9
7396,6
7397,3
7398,4
7399,6
7400,10
7401,4
7402,9
7403,6
7404,4
7405,3
7406,8
7407,4
7408,9
7409,6
7410,6
7411,0
7412,0
7413,4
7414,6
7415,6
7416,4
7417,2
7418,4
7419,8
7420,7
7421,6
7422,6
7423,4
7424,4
7425,3
7426,7
7427,1
7428,6
7429,0
7430,6
7431,8
7432,4
7433,4
7434,0
7435,2
7436,6
7437,4
7438,9
7439,8
7440,6
7441,0
7442,10
7443,3
7444,9
7445,6
7446,9
7447,4
7448,2
7449,6
7450,9
7451,4
7452,2
7453,9
7454,1
7455,4
7456,2
7457,2
7458,4
7459,4
7460,5
7461,0
7462,10
7463,4
7464,2
7465,2
7466,4
7467,6
7468,6
7469,9
7470,2
7471,4
7472,5
7473,5
7474,4
7475,2
7476,2
7477,9
7478,9
7479,7
7480,5
7481,2
7482,8
7483,9
7484,0
7485,8
7486,2
7487,0
7488,10
7489,9
7490,8
7491,2
7492,4
7493,4
7494,6
7495,3
7496,4
7497,9
7498,0
7499,6
7500,4
7501,2
7502,4
7503,9
7504,6
7505,9
7506,7
7507,9
7508,4
7509,4
7510,4
7511,2
7512,2
7513,4
7514,4
7515,3
7516,6
7517,5
7518,4
7519,6
7520,2
7521,5
7522,8
7523,4
7524,0
7525,6
7526,4
7527,6
7528,2
7529,5
7530,2
7531,3
7532,8
7533,6
7534,4
7535,4
7536,8
7537,9
7538,8
7539,2
7540,5
7541,2
7542,8
7543,2
7544,4
7545,4
7546,9
7547,2
7548,2
7549,4
7550,3
7551,2
7552,9
7553,4
7554,4
7555,7
7556,8
7557,8
7558,2
7559,6
7560,8
7561,6
7562,9
7563,8
7564,2
7565,9
7566,5
7567,2
7568,4
7569,3
7570,9
7571,4
7572,4
7573,6
7574,9
7575,9
7576,0
7577,4
7578,4
7579,2
7580,2
7581,0
7582,4
7583,7
7584,6
7585,4
7586,7
7587,9
7588,8
7589,2
7590,8
7591,4
7592,4
7593,4
7594,9
7595,4
7596,2
7597,6
7598,7
7599,4
7600,2
7601,0
7602,4
7603,2
7604,6
7605,4
7606,3
7607,4
7608,9
7609,2
7610,4
7611,0
7612,7
7613,5
7614,2
7615,4
7616,4
7617,8
7618,4
7619,5
7620,8
7621,4
7622,2
7623,7
7624,2
7625,4
7626,7
7627,3
7628,4
7629,6
7630,9
7631,4
7632,2
7633,2
7634,6
7635,8
7636,5
7637,5
7638,9
7639,8
7640,2
7641,5
7642,4
7643,6
7644,1
7645,4
7646,9
7647,4
7648,4
7649,3
7650,8
7651,9
7652,6
7653,4
7654,5
7655,6
7656,3
7657,5
7658,7
7659,2
7660,5
7661,5
7662,8
7663,4
7664,0
7665,9
7666,2
7667,4
7668,2
7669,6
7670,4
7671,4
7672,2
7673,9
7674,6
7675,10
7676,4
7677,6
7678,3
7679,4
7680,4
7681,4
7682,7
7683,4
7684,4
7685,4
7686,2
7687,9
7688,0
7689,6
7690,9
7691,2
7692,8
7693,0
7694,4
7695,4
7696,1
7697,8
7698,8
7699,2
7700,6
7701,5
7702,8
7703,4
7704,4
7705,5
7706,4
7707,8
7708,8
7709,5
7710,6
7711,2
7712,4
7713,4
7714,4
7715,4
7716,0
7717,4
7718,4
7719,0
7720,6
7721,2
7722,8
7723,6
7724,3
7725,4
7726,9
7727,4
7728,9
7729,3
7730,5
7731,2
7732,6
7733,8
7734,5
7735,4
7736,1
7737,2
7738,7
7739,4
7740,4
7741,4
7742,2
7743,10
7744,9
7745,4
7746,4
7747,8
7748,5
7749,4
7750,8
7751,4
7752,9
7753,8
7754,3
7755,2
7756,0
7757,0
7758,8
7759,3
7760,4
7761,4
7762,0
7763,6
7764,4
7765,7
7766,4
7767,7
7768,7
7769,3
7770,3
7771,4
7772,5
7773,0
7774,5
7775,8
7776,10
7777,6
7778,6
7779,6
7780,9
7781,0
7782,9
7783,7
7784,2
7785,0
7786,9
7787,4
7788,4
7789,6
7790,8
7791,5
7792,2
7793,6
7794,9
7795,10
7796,9
7797,9
7798,2
7799,0
7800,6
7801,4
7802,4
7803,6
7804,6
7805,4
7806,9
7807,0
7808,8
7809,4
7810,4
7811,6
7812,4
7813,4
7814,4
7815,9
7816,8
7817,5
7818,6
7819,9
7820,4
7821,9
7822,10
7823,4
7824,8
7825,3
7826,0
7827,4
7828,9
7829,6
7830,5
7831,4
7832,4
7833,7
7834,7
7835,5
7836,4
7837,0
7838,4
7839,4
7840,7
7841,5
7842,6
7843,8
7844,8
7845,4
7846,0
7847,0
7848,4
7849,2
7850,5
7851,9
7852,5
7853,9
7854,6
7855,4
7856,6
7857,8
7858,5
7859,3
7860,4
7861,4
7862,5
7863,4
7864,4
7865,10
7866,9
7867,8
7868,8
7869,9
7870,4
7871,6
7872,9
7873,0
7874,4
7875,9
7876,9
7877,9
7878,8
7879,2
7880,6
7881,9
7882,4
7883,3
7884,5
7885,9
7886,9
7887,9
7888,5
7889,2
7890,0
7891,0
7892,4
7893,4
7894,0
7895,4
7896,2
7897,6
7898,9
7899,9
7900,5
7901,9
7902,5
7903,9
7904,7
7905,4
7906,5
7907,6
7908,4
7909,8
7910,4
7911,6
7912,2
7913,4
7914,4
7915,8
7916,9
7917,6
7918,0
7919,8
7920,9
7921,2
7922,6
7923,2
7924,4
7925,7
7926,7
7927,4
7928,0
7929,3
7930,1
7931,0
7932,9
7933,5
7934,6
7935,4
7936,9
7937,4
7938,4
7939,6
7940,4
7941,9
7942,9
7943,4
7944,0
7945,9
7946,3
7947,4
7948,9
7949,4
7950,8
7951,4
7952,2
7953,9
7954,7
7955,9
7956,5
7957,0
7958,8
7959,7
7960,9
7961,2
7962,4
7963,8
7964,9
7965,6
7966,0
7967,4
7968,0
7969,2
7970,4
7971,9
7972,0
7973,4
7974,8
7975,2
7976,2
7977,4
7978,4
7979,9
7980,4
7981,9
7982,6
7983,4
7984,9
7985,4
7986,0
7987,4
7988,4
7989,8
7990,6
7991,4
7992,0
7993,7
7994,4
7995,4
7996,4
7997,4
7998,10
7999,7
8000,9
8001,7
8002,9
8003,0
8004,6
8005,9
8006,4
8007,9
8008,4
8009,2
8010,5
8011,4
8012,8
8013,9
8014,9
8015,4
8016,3
8017,4
8018,7
8019,2
8020,9
8021,3
8022,5
8023,4
8024,5
8025,9
8026,6
8027,7
8028,9
8029,2
8030,4
8031,0
8032,7
8033,10
8034,2
8035,9
8036,5
8037,8
8038,2
8039,4
8040,0
8041,9
8042,4
8043,8
8044,9
8045,4
8046,2
8047,4
8048,2
8049,7
8050,9
8051,2
8052,6
8053,4
8054,2
8055,7
8056,6
8057,8
8058,5
8059,5
8060,4
8061,4
8062,2
8063,6
8064,9
8065,5
8066,2
8067,10
8068,2
8069,6
8070,8
8071,7
8072,9
8073,9
8074,5
8075,2
8076,9
8077,8
8078,10
8079,2
8080,5
8081,2
8082,3
8083,8
8084,7
8085,4
8086,4
8087,3
8088,9
8089,4
8090,4
8091,4
8092,9
8093,6
8094,4
8095,2
8096,6
8097,4
8098,0
8099,2
8100,9
8101,9
8102,5
8103,4
8104,6
8105,1
8106,0
8107,2
8108,8
8109,5
8110,3
8111,6
8112,9
8113,4
8114,6
8115,8
8116,2
8117,6
8118,8
8119,8
8120,4
8121,6
8122,4
8123,4
8124,2
8125,10
8126,4
8127,8
8128,6
8129,2
8130,2
8131,6
8132,4
8133,2
8134,3
8135,6
8136,7
8137,10
8138,4
8139,7
8140,4
8141,5
8142,8
8143,3
8144,8
8145,8
8146,9
8147,4
8148,8
8149,6
8150,0
8151,9
8152,2
8153,4
8154,4
8155,1
8156,5
8157,3
8158,5
8159,3
8160,6
8161,6
8162,9
8163,6
8164,4
8165,9
8166,8
8167,9
8168,2
8169,5
8170,2
8171,5
8172,4
8173,8
8174,8
8175,4
8176,2
8177,5
8178,7
8179,6
8180,4
8181,8
8182,4
8183,5
8184,9
8185,2
8186,7
8187,9
8188,4
8189,9
8190,4
8191,0
8192,3
8193,4
8194,4
8195,6
8196,7
8197,4
8198,7
8199,9
8200,5
8201,0
8202,10
8203,4
8204,7
8205,6
8206,4
8207,2
8208,9
8209,0
8210,2
8211,4
8212,8
8213,4
8214,5
8215,8
8216,5
8217,6
8218,4
8219,2
8220,8
8221,4
8222,0
8223,9
8224,4
8225,7
8226,5
8227,2
8228,4
8229,5
8230,5
8231,8
8232,2
8233,8
8234,8
8235,8
8236,4
8237,4
8238,9
8239,5
8240,6
8241,6
8242,6
8243,6
8244,6
8245,10
8246,9
8247,6
8248,4
8249,7
8250,7
8251,4
8252,8
8253,4
8254,8
8255,8
8256,2
8257,8
8258,7
8259,4
8260,4
8261,5
8262,9
8263,0
8264,4
8265,4
8266,5
8267,8
8268,2
8269,8
8270,4
8271,4
8272,0
8273,6
8274,4
8275,9
8276,9
8277,9
8278,4
8279,4
8280,9
8281,2
8282,6
8283,8
8284,8
8285,4
8286,8
8287,2
8288,8
8289,4
8290,4
8291,6
8292,6
8293,3
8294,6
8295,4
8296,7
8297,6
8298,6
8299,6
8300,7
8301,5
8302,5
8303,9
8304,8
8305,6
8306,4
8307,9
8308,2
8309,6
8310,6
8311,9
8312,6
8313,7
8314,9
8315,3
8316,10
8317,0
8318,7
8319,8
8320,6
8321,2
8322,2
8323,6
8324,5
8325,4
8326,2
8327,4
8328,9
8329,5
8330,4
8331,7
8332,4
8333,6
8334,4
8335,7
8336,2
8337,5
8338,4
8339,6
8340,8
8341,4
8342,4
8343,9
8344,4
8345,2
8346,6
8347,4
8348,3
8349,8
8350,4
8351,9
8352,2
8353,0
8354,4
8355,4
8356,2
8357,5
8358,4
8359,5
8360,4
8361,0
8362,9
8363,9
8364,4
8365,4
8366,3
8367,5
8368,4
8369,6
8370,6
8371,7
8372,4
8373,2
8374,5
8375,4
8376,1
8377,7
8378,4
8379,9
8380,4
8381,6
8382,4
8383,2
8384,6
8385,3
8386,2
8387,6
8388,2
8389,2
8390,6
8391,2
8392,10
8393,8
8394,4
8395,8
8396,6
8397,4
8398,5
8399,4
8400,9
8401,9
8402,2
8403,6
8404,10
8405,4
8406,8
8407,9
8408,4
8409,4
8410,3
8411,10
8412,9
8413,7
8414,9
8415,6
8416,2
8417,6
8418,3
8419,2
8420,9
8421,4
8422,9
8423,1
8424,4
8425,3
8426,4
8427,9
8428,4
8429,6
8430,9
8431,4
8432,9
8433,4
8434,6
8435,8
8436,2
8437,2
8438,5
8439,9
8440,6
8441,9
8442,4
8443,9
8444,5
8445,4
8446,6
8447,7
8448,4
8449,8
8450,8
8451,2
8452,0
8453,0
8454,1
8455,8
8456,6
8457,6
8458,2
8459,2
8460,10
8461,4
8462,8
8463,4
8464,10
8465,9
8466,0
8467,10
8468,4
8469,2
8470,0
8471,4
8472,4
8473,7
8474,4
8475,2
8476,0
8477,9
8478,9
8479,4
8480,4
8481,7
8482,9
8483,3
8484,8
8485,4
8486,8
8487,6
8488,5
8489,4
8490,4
8491,5
8492,9
8493,2
8494,4
8495,0
8496,2
8497,9
8498,6
8499,4
8500,9
8501,7
8502,4
8503,2
8504,4
8505,4
8506,2
8507,0
8508,5
8509,8
8510,9
8511,9
8512,4
8513,0
8514,1
8515,2
8516,9
8517,10
8518,2
8519,2
8520,2
8521,4
8522,9
8523,4
8524,5
8525,4
8526,4
8527,2
8528,5
8529,4
8530,4
8531,6
8532,6
8533,4
8534,6
8535,5
8536,6
8537,6
8538,2
8539,2
8540,2
8541,6
8542,5
8543,6
8544,8
8545,2
8546,7
8547,2
8548,0
8549,4
8550,10
8551,2
8552,5
8553,4
8554,7
8555,4
8556,2
8557,8
8558,4
8559,4
8560,4
8561,5
8562,10
8563,4
8564,9
8565,7
8566,6
8567,3
8568,2
8569,10
8570,6
8571,6
8572,8
8573,0
8574,10
8575,3
8576,0
8577,9
8578,8
8579,0
8580,9
8581,6
8582,6
8583,3
8584,5
8585,10
8586,4
